"IDكودالصيانة","رقم الشاسية","تاريخ الصيانة","عداد اسود","عداد الوان","بيان الاصلاح","المهندس","قطع الغيار المطوبة","Field1"
"23543","W794P502296","7/20/2026 12:00:00 AM","53318","29581","100 جرام دفلبر ازرق + صيانة + الالة تحتاج يونت احمر","شعبان","500 جنية",""
"23544","V9314502934","7/20/2026 12:00:00 AM","378213","40197","تم تركيب بامب اسود 350 + كيس حبر اسود شفاف 350 + الزيارة 250 جنية","السيد","معتز الورشة",""
"23545","V7905800315","7/20/2026 12:00:00 AM","1990570","","تم تغير الشفرة + تعبئة وتسليم 2 حبر","السيد","",""
"23546","W916P105768","7/21/2026 12:00:00 AM","108128","","تم تغير الالة بسبب كسر بالشاسية","السيد","الكونتروال القديم W914P904479",""
"23547","RGS9X07090","7/12/2026 12:00:00 AM","444722","430876","عداد تسليم الالة","","مباع 12000 جنية",""
"23548","VFP7700882","7/20/2026 12:00:00 AM","588969","320713","تم حل مشكلة كود 6000","عادل","",""
"23549","RGT0512316","7/20/2026 12:00:00 AM","114718","4334","صيانة دورية","مصعب","",""
"23550","VFS6700073","7/20/2026 12:00:00 AM","987122","","تم تركيب موتور عادم + زجاجة العادم","مصعب","تحتاج رول شحن + ديفولبر",""
"23551","VG86Y01047","7/20/2026 12:00:00 AM","344605","578299","تم تركيب مفصلات الفيدر + تعبئة حبر","مصعب","",""
"23552","L875941330","7/20/2026 12:00:00 AM","82985","144114","صيانه دوريه","مصعب","",""
"23553","VG38Z25684","7/21/2026 12:00:00 AM","200518","79086","تم عمل صيانة للمكنة","السيد","",""
"23554","S7214300499","7/21/2026 12:00:00 AM","394942","957","تم عمل صيانة للحصيرة","شعبان","",""
"23555","VG67303231","7/21/2026 12:00:00 AM","435216","136669","تم عمل صيانة لليونت الاسود","شعبان","",""
"23556","V7913000679","7/21/2026 12:00:00 AM","323360","","تم حل مشكلة الحشر","شعبان","250 زيارة",""
"23557","W916P403930","7/21/2026 12:00:00 AM","233644","","تم تعبئة حبر","السيد","الالة تحتاج روال سخان",""
"23558","VG38418901","7/13/2026 12:00:00 AM","355946","159849","تم تغير كارتت ماتور الدرج","مصعب","500 جنية",""
"23559","V7913000679","7/22/2026 12:00:00 AM","323420","","صيانه دوريه","شعبان","",""
"23560","LHD5841423","7/22/2026 12:00:00 AM","367942","27022","ملو حبر اسود +احمر","شعبان","",""
"23561","RFH9817276","7/22/2026 12:00:00 AM","377710","136660","تم نغيير ترس عادم","شعبان","",""
"23562","RFH9Z26117","7/22/2026 12:00:00 AM","406952","527271","ملو حبر اسود","شعبان","",""
"23563","W2N7205191","7/22/2026 12:00:00 AM","884190","54934","ملو حبر اسود","شعبان","",""
"23564","W916P800051","7/22/2026 12:00:00 AM","101589","","تم تغيير طقم تروس","شعبان","",""
"23565","W2E6Y01430","7/25/2026 12:00:00 AM","419209","148496","ملو ديفولبر","عادل","",""
"23566","RGS9X07090","7/22/2026 12:00:00 AM","444746","430933","تعريف الاله","عادل","",""
"23567","W542JB00610","7/25/2026 12:00:00 AM","465353","118394","صيانه دوريه","شعبان","",""
"23568","V8204501286","7/25/2026 12:00:00 AM","455016","","تم تغيير ريشة دوبلكس ب500جنيه","شعبان","",""
"23569","W2N7Z18849","7/25/2026 12:00:00 AM","505792","389164","ملو عدد 2كيس حبر اسود","شعبان","",""
"23570","RGS9906381","7/25/2026 12:00:00 AM","338664","62804","تم تنظيف الحصيره","شعبان","",""
"23571","S9329600785","7/25/2026 12:00:00 AM","90031","97039","دفع 1500جنيه قسط+200جنيه زياره","شعبان","",""
"23572","RFC9405231","7/25/2026 12:00:00 AM","1065779","402970","تم حل مشكلة الفيدر","السيد","",""
"23573","W91P600233","7/25/2026 12:00:00 AM","351601","","تم تركيب ظوفر سخان","السيد","",""
"23575","G446P405374","7/22/2026 12:00:00 AM","225820","53048","تم تغيير نص يونت درام","كريم","",""
"23576","RFH9510605","7/26/2026 12:00:00 AM","269729","393159","صيانه دوريه","كريم","",""
"23577","G446P405374","7/22/2026 12:00:00 AM","278873","53048","صيانه دوريه","كريم","",""
"23578","W913PC04940","7/22/2026 12:00:00 AM","337119","","ملو حبر اسود","كريم","",""
"23579","G446P601171","7/22/2026 12:00:00 AM","45083","16854","صيانه مجموعة السحب","كريم","",""
"23580","VG38Z25684","7/25/2026 12:00:00 AM","200723","79142","تم تغيير درام+تزويد ديفولبر في 3التانكات+ملو حبر اسود نص كيس+100 جرام احمر+اصفر +صياانه علبة العادم+صيانه عامه","رضا","",""
"23581","W2W7418950","7/26/2026 12:00:00 AM","57645","58768","صيانه دوريه","شعبان","",""
"23582","W2W8Z58194","7/26/2026 12:00:00 AM","23801","93732","صيانه لمجموعة السحب +وجود كسر في مجموعة السحب","شعبان","",""
"23583","RC69805620","7/26/2026 12:00:00 AM","62881","56354","صيانه دوريه","السيد","",""
"23584","W916P104941 ش","7/26/2026 12:00:00 AM","340170","","صيانه دوريه","السيد","",""
"23585","W908P700634 ش","7/26/2026 12:00:00 AM","158321","","صيانه دوريه","السيد","",""
"23586","RFC9713332","4/27/2026 12:00:00 AM","1051549","467133","ملو 2 كيس حبر اسود","شعبان","",""
"23587","W2E6Y01430","7/26/2026 12:00:00 AM","419254","148496","اضافة ديفولبر 50جرام+كيس حبر اسود","عادل","",""
"23588","VG38418901","7/26/2026 12:00:00 AM","355982","159853","تغيير راس زجاجة حبر اسود","عادل","",""
"23589","W916P105768","7/27/2026 12:00:00 AM","108255","","صيانه دوريه","شعبان","",""
"23590","W492KC02634","7/27/2026 12:00:00 AM","959118","260668","صيانه دوريه","شعبان","",""
"23591","C507PB01811","7/27/2026 12:00:00 AM","23662","39369","صيانه للدرج الاول","شعبان","",""
"23592","J0110904079","7/27/2026 12:00:00 AM","724830","","تم تغيير طقم تروس+كامة يونت+ملو حبر اسود الفا ربع","شعبان","",""
"23593","W906P800014","7/27/2026 12:00:00 AM","86465","","صيانه لليونت +400جنيه زياره","شعبان","رفض عمل عقد صيانه",""
"23594","VFP7300648","7/26/2026 12:00:00 AM","258086","503506","صيانه لمجموعة العادم","شعبان","",""
"23596","W513J100613","7/28/2026 12:00:00 AM","486181","204919","تم تغيير حصيره","شعبان","",""
"23597","VFP7300648","7/28/2026 12:00:00 AM","258092","503515","صيانه دوريه","شعبان","تحتاج الي ديفولبر ازرق +اصفر",""
"23598","W2W8Z58194","7/28/2026 12:00:00 AM","24093","93879","صيانه ترس عادم لمجموعة الخروج","شعبان","",""
"23599","W431K900560","7/28/2026 12:00:00 AM","1270733","","صيانه دوريه","شعبان","",""
"23600","W2W6X06214","7/28/2026 12:00:00 AM","679730","71639","ملو حبر اسود","شعبان","",""
"23601","RFC9713034","7/28/2026 12:00:00 AM","574226","198632","ملو حبر اسود+تم تغيير درام اصفر","شعبان","",""
"23602","RF89301746","7/28/2026 12:00:00 AM","706939","315169","صيانه دوريه","شعبان","",""
"23603","S9224800404","7/29/2026 12:00:00 AM","99428","","صيانه اله ريكو 5200","عادل","",""
"23604","W2N8930147","7/29/2026 12:00:00 AM","1634305","31920","صيانه دوريه","عادل","",""
"23605","W512JB00220","7/29/2026 12:00:00 AM","342317","808713","تم تغيير حصيره+مسطرة ليزر+زجاجة حبر اصفر اصلي+زجاجة حبر اسود اصلي +زياره","شعبان","",""
"23606","VA89701228","7/29/2026 12:00:00 AM","360872","211273","صيانه دوريه","شعبان","",""
"23607","W793P600591","8/1/2026 12:00:00 AM","29083","17078","عداد تسليم الالة","","الالة مباع 6000 جنية دفع 3000 وباقى 3000 جنية على 3 اشهر",""
"23608","M6583801637","8/2/2026 12:00:00 AM","623808","","تم دفع 1000 وباقى 1450 جنية","شعبان","تم تجديد عقد الصيانة 1200 جنية اجل",""
"23609","VFS6700073","7/30/2026 12:00:00 AM","988862","","تم تركيب فيدر+تركيب رول شحن+تزويد ديفولبر","مصعب","",""
"23610","RGS1419329","7/30/2026 12:00:00 AM","502252","19505","تم تزويد 100 جرام ديفولبر","شعبان","",""
"23611","W91P600233","8/17/2026 12:00:00 AM","355173","","صيانة دورية","السيد","",""
"23612","W3059100631","8/1/2026 12:00:00 AM","253887","","تم تبديل الالة بسبب كسر فى الشاسية","شعبان","الكونتروال القديم W3039001891",""
"23613","RFH0635810","8/2/2026 12:00:00 AM","188927","18500","تم ضبط مقاس الورق","مجدى","",""
"23614","S9234700047","8/1/2026 12:00:00 AM","151291","","تم تغير الدرام","عادل","",""
"23615","RFM9304654","7/30/2026 12:00:00 AM","100436","199986","تم ضبط السخان","عادل","250 زيارة",""
"23616","VFL6X02331","8/1/2026 12:00:00 AM","149473","38098","تم حساب الايجار","عادل","",""
"23617","VG37913703","8/1/2026 12:00:00 AM","84161","173452","تم حساب الايجار","عادل","",""
"23618","W2N8930147","8/1/2026 12:00:00 AM","1634830","32010","تم حساب الايجار","عادل","",""
"23619","W2N7205191","8/1/2026 12:00:00 AM","888545","54934","تم تغير ترس العادم","شعبان","",""
"23620","VA89701228","8/1/2026 12:00:00 AM","361070","211298","صيانة مجموعة الخروج","شعبان","",""
"23621","RFM9103651","8/1/2026 12:00:00 AM","159440","193570","تم حساب الايجار 2430 جنية","شعبان","",""
"23622","LHD5841423","8/1/2026 12:00:00 AM","368854","27022","تم حساب الايجار 410 جنية","شعبان","",""
"23623","W793P600591","8/2/2026 12:00:00 AM","29094","17083","تم تعريف الالة + اضافة حبر","السيد","",""
"23624","W915P206961","8/1/2026 12:00:00 AM","145623","","تم حل مشكلة الحشر","السيد","",""
"23625","M5582900752","8/1/2026 12:00:00 AM","923917","","تم حل مشكلة علامة الحبر","شعبان","",""
"23626","T1149260750","8/1/2026 12:00:00 AM","161081","","تم تحصيل الايجار + صيانة","كريم","",""
"23627","T114875192","8/1/2026 12:00:00 AM","172784","","صيانة للكارتيج + تعبة حبر","كريم","",""
"23628","G445P801565","7/29/2026 12:00:00 AM","32011","42655","الالة بها صورة بهتانة بالاسود","كريم","",""
"23629","VG38Z25684","8/2/2026 12:00:00 AM","201069","79292","صيانة لليونتات","مصعب","",""
"23630","G479M230231","8/1/2026 12:00:00 AM","111951","49520","عداد تسليم الالة","كريم","حد ادنى 2000 جنية مقابل 2000 نسخة شهريا",""
"23631","VQ17801879","8/3/2026 12:00:00 AM","181160","","عداد تسليم الالة","كريم","الحد الادنى 1050 جنية مقابل 7000 نسخة شهريا والزيادة 10 قروش",""
"23632","W908P700634 ش","8/3/2026 12:00:00 AM","159148","","تم حل مشكلة علامة الحبر","عادل","",""
"23633","W913P405240","8/3/2026 12:00:00 AM","163710","","تم حل مشكلة الحشر","السيد","",""
"23634","E764K500227","8/3/2026 12:00:00 AM","279887","","تم تحصيل 1000 جنية + صيانة للالة","السيد","",""
"23635","VRH9233516","8/2/2026 12:00:00 AM","79778","","تم تعبئة حبر650  جنية","كريم","",""
"23636","V6A6603754","8/3/2026 12:00:00 AM","47697","17229","تم تعبئة زجاجة حبر","عادل","",""
"23637","RUZ0X03494 ش","8/3/2026 12:00:00 AM","34214","32836","صيانه دوريه","عادل","",""
"23638","RUZ0903317","8/3/2026 12:00:00 AM","9487","23458","صيانه دوريه","عادل","",""
"23639","RC69805620","8/3/2026 12:00:00 AM","64345","56560","صيانه دوريه","عادل","",""
"23640","VFZ8X02645","8/2/2026 12:00:00 AM","1576623","","تم تعبئة حبر 500 جنية","خالد","",""
"23641","W2E8X06327","8/3/2026 12:00:00 AM","1841435","192869","تم تعبئة حبر انتجلر 1000 جنية","ابو العباس","",""
"23642","R9K9Z07817","8/2/2026 12:00:00 AM","","","تم تعبئة حبر 500 جنية","خالد","",""
"23643","VG38418901","8/3/2026 12:00:00 AM","357119","159909","تم تركيب 100 جرام ديفلبر + تغير كارتت مجموعة العادم","شعبان","1000 جنية",""
"23644","W2S7624612","8/3/2026 12:00:00 AM","1192095","198273","تركيب 400 جرام ديفلبر","شعبان","1000 جنية",""
"23645","VFP7300648","8/3/2026 12:00:00 AM","258094","503524","تم تزويد 200 جرام ديفلبر اصفر وازرق","شعبان","تحصيل 500 جنية قسط الصيانة باقى 2000 جنية",""
"23646","T1129562521","8/3/2026 12:00:00 AM","428326","","الالة تحتاج حبر + تغير درام","شعبان","",""
"23647","M5593600168","8/3/2026 12:00:00 AM","1160223","","صيانة دورية","شعبان","",""
"23648","LHD5841423","8/3/2026 12:00:00 AM","368978","27022","صيانة للحصيرة + تعبئة حبر احمر","شعبان","",""
"23649","S9014700499","8/2/2026 12:00:00 AM","242805","","صيانه دوريه","عادل","",""
"23650","S9058800383","8/2/2026 12:00:00 AM","228806","","صيانه دوريه","عادل","",""
"23651","G587PA00352","8/2/2026 12:00:00 AM","122109","","ص دوريه + تعبئة حبر","عادل","",""
"23652","W2N7811724","8/2/2026 12:00:00 AM","314898","253885","تم تحصيل الايجار","عادل","",""
"23653","VG87301710","8/2/2026 12:00:00 AM","376014","152189","تم تحصيل الايجار","عادل","",""
"23654","5451P801443","8/2/2026 12:00:00 AM","7082","6769","عداد تسليم الالة","يحيي","بيع 5500 جنية",""
"23655","V8204501286","8/2/2026 12:00:00 AM","456830","","صيانة للدرج الاول","شعبان","",""
"23656","E256C130024","8/4/2026 12:00:00 AM","100908","487972","تم تركيب رول زيت","مصعب","",""
"23657","VG67303231","8/4/2026 12:00:00 AM","437700","136714","صيانه للتانك الاسود","شعبان","",""
"23658","W673K601077","8/4/2026 12:00:00 AM","503762","","صيانه دوريه","شعبان","",""
"23659","RFH9817276","8/2/2026 12:00:00 AM","377787","136693","ملو حبر اسود","شعبان","",""
"23660","RGP9100066","8/2/2026 12:00:00 AM","284939","232873","صياه للحصيره+تم تسليم عدد2كيس حبر","شعبان","",""
"23661","RF89805150","8/2/2026 12:00:00 AM","644751","486392","صيانه دوريه","شعبان","",""
